t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp
0.266;0.001;0.158;0.00099;0.158;0.266;0.002;0.158;0.00202;0.15642;0.266;0.002;0.157;0.00198;0.157;0.266;0.003;0.157;0.003;0.157;0.266;0.003;0.156;0.00297;0.156;0.266;0.158;0.001;0.15958;0.00099;0.266;0.158;0.002;0.158;0.00198;0.266;0.157;0.002;0.15857;0.00202;0.266;0.157;0.003;0.15543;0.003;0.266;0.156;0.003;0.156;0.00303
0.267;0.001;0.158;0.00101;0.158;0.267;0.002;0.158;0.00202;0.15958;0.267;0.002;0.157;0.002;0.15543;0.267;0.003;0.157;0.00303;0.15857;0.267;0.003;0.156;0.00297;0.15756;0.267;0.158;0.001;0.158;0.001;0.267;0.158;0.002;0.15958;0.002;0.267;0.157;0.002;0.15857;0.00198;0.267;0.157;0.003;0.157;0.00303;0.267;0.156;0.003;0.156;0.00303
0.268;0.001;0.158;0.001;0.15642;0.268;0.002;0.158;0.00198;0.158;0.268;0.002;0.157;0.00202;0.157;0.268;0.003;0.157;0.00297;0.157;0.268;0.003;0.156;0.00303;0.15756;0.268;0.158;0.001;0.15958;0.00099;0.268;0.158;0.002;0.158;0.002;0.268;0.157;0.002;0.15543;0.00198;0.268;0.157;0.003;0.15857;0.003;0.268;0.156;0.003;0.15444;0.003
0.269;0.001;0.158;0.00099;0.15642;0.269;0.002;0.158;0.00198;0.158;0.269;0.002;0.157;0.002;0.15543;0.269;0.003;0.157;0.00297;0.15857;0.269;0.003;0.156;0.003;0.15756;0.269;0.158;0.001;0.158;0.00099;0.269;0.158;0.002;0.15642;0.002;0.269;0.157;0.002;0.157;0.002;0.269;0.157;0.003;0.15543;0.00303;0.269;0.156;0.003;0.15444;0.00297
0.27;0.001;0.158;0.00101;0.15642;0.27;0.002;0.158;0.00198;0.15642;0.27;0.002;0.157;0.00198;0.15857;0.27;0.003;0.157;0.00303;0.157;0.27;0.003;0.156;0.00297;0.156;0.27;0.158;0.001;0.158;0.00099;0.27;0.158;0.002;0.15958;0.002;0.27;0.157;0.002;0.15857;0.002;0.27;0.157;0.003;0.157;0.003;0.27;0.156;0.003;0.15444;0.00297
0.271;0.001;0.158;0.00099;0.15958;0.271;0.002;0.158;0.002;0.15642;0.271;0.002;0.157;0.002;0.157;0.271;0.003;0.157;0.00297;0.15857;0.271;0.003;0.156;0.00297;0.15756;0.271;0.158;0.001;0.158;0.001;0.271;0.158;0.002;0.15642;0.00198;0.271;0.157;0.002;0.15543;0.002;0.271;0.157;0.003;0.15857;0.00303;0.271;0.156;0.003;0.15444;0.00297
0.272;0.001;0.158;0.00101;0.15642;0.272;0.002;0.158;0.002;0.15958;0.272;0.002;0.157;0.00198;0.15857;0.272;0.003;0.157;0.00297;0.15857;0.272;0.003;0.156;0.003;0.156;0.272;0.158;0.001;0.158;0.001;0.272;0.158;0.002;0.15958;0.00202;0.272;0.157;0.002;0.15543;0.00202;0.272;0.157;0.003;0.157;0.00297;0.272;0.156;0.003;0.156;0.003
0.273;0.001;0.158;0.00099;0.15958;0.273;0.002;0.158;0.00198;0.158;0.273;0.002;0.157;0.002;0.157;0.273;0.003;0.157;0.00297;0.157;0.273;0.003;0.156;0.00303;0.15756;0.273;0.158;0.001;0.158;0.001;0.273;0.158;0.002;0.15642;0.002;0.273;0.157;0.002;0.15543;0.00198;0.273;0.157;0.003;0.15857;0.00303;0.273;0.156;0.003;0.15444;0.00297
0.274;0.001;0.158;0.001;0.15642;0.274;0.002;0.158;0.00198;0.158;0.274;0.002;0.157;0.00198;0.15857;0.274;0.003;0.157;0.00297;0.15543;0.274;0.003;0.156;0.00297;0.15444;0.274;0.158;0.001;0.15642;0.00099;0.274;0.158;0.002;0.15642;0.00198;0.274;0.157;0.002;0.15543;0.00198;0.274;0.157;0.003;0.15543;0.00303;0.274;0.156;0.003;0.15756;0.00297
0.275;0.001;0.158;0.001;0.15958;0.275;0.002;0.158;0.002;0.15958;0.275;0.002;0.157;0.00202;0.15543;0.275;0.003;0.157;0.00297;0.157;0.275;0.003;0.156;0.00303;0.15756;0.275;0.158;0.001;0.15642;0.00099;0.275;0.158;0.002;0.15642;0.00198;0.275;0.157;0.002;0.15857;0.00198;0.275;0.157;0.003;0.15543;0.00297;0.275;0.156;0.003;0.15444;0.00303
0.276;0.001;0.158;0.00101;0.15642;0.276;0.002;0.158;0.00202;0.15958;0.276;0.002;0.157;0.00198;0.15543;0.276;0.003;0.157;0.00297;0.15543;0.276;0.003;0.156;0.00303;0.15444;0.276;0.158;0.001;0.15642;0.00101;0.276;0.158;0.002;0.158;0.00198;0.276;0.157;0.002;0.15543;0.00198;0.276;0.157;0.003;0.15543;0.003;0.276;0.156;0.003;0.15444;0.00303
0.277;0.001;0.158;0.001;0.158;0.277;0.002;0.158;0.002;0.15958;0.277;0.002;0.157;0.00202;0.157;0.277;0.003;0.157;0.00297;0.15543;0.277;0.003;0.156;0.003;0.15444;0.277;0.158;0.001;0.158;0.00101;0.277;0.158;0.002;0.15958;0.002;0.277;0.157;0.002;0.15857;0.00202;0.277;0.157;0.003;0.15857;0.00297;0.277;0.156;0.003;0.156;0.00297
0.278;0.001;0.158;0.001;0.15958;0.278;0.002;0.158;0.00202;0.158;0.278;0.002;0.157;0.00202;0.15857;0.278;0.003;0.157;0.003;0.157;0.278;0.003;0.156;0.003;0.15756;0.278;0.158;0.001;0.15958;0.00099;0.278;0.158;0.002;0.15958;0.002;0.278;0.157;0.002;0.15857;0.002;0.278;0.157;0.003;0.15857;0.00297;0.278;0.156;0.003;0.15756;0.003
0.279;0.001;0.158;0.001;0.158;0.279;0.002;0.158;0.002;0.15642;0.279;0.002;0.157;0.00198;0.157;0.279;0.003;0.157;0.00297;0.15857;0.279;0.003;0.156;0.003;0.15756;0.279;0.158;0.001;0.158;0.001;0.279;0.158;0.002;0.158;0.00198;0.279;0.157;0.002;0.15857;0.002;0.279;0.157;0.003;0.157;0.00297;0.279;0.156;0.003;0.15756;0.00297
0.28;0.001;0.158;0.00101;0.15642;0.28;0.002;0.158;0.00198;0.15958;0.28;0.002;0.157;0.002;0.15857;0.28;0.003;0.157;0.003;0.15543;0.28;0.003;0.156;0.003;0.156;0.28;0.158;0.001;0.158;0.001;0.28;0.158;0.002;0.158;0.00198;0.28;0.157;0.002;0.15543;0.00202;0.28;0.157;0.003;0.15543;0.00303;0.28;0.156;0.003;0.15756;0.00303
0.281;0.001;0.158;0.001;0.15958;0.281;0.002;0.158;0.00198;0.15642;0.281;0.002;0.157;0.00202;0.15543;0.281;0.003;0.157;0.003;0.157;0.281;0.003;0.156;0.00303;0.15444;0.281;0.158;0.001;0.15958;0.00101;0.281;0.158;0.002;0.158;0.002;0.281;0.157;0.002;0.15857;0.00198;0.281;0.157;0.003;0.15857;0.003;0.281;0.156;0.003;0.156;0.00303
0.282;0.001;0.158;0.001;0.15642;0.282;0.002;0.158;0.00202;0.15958;0.282;0.002;0.157;0.00202;0.157;0.282;0.003;0.157;0.003;0.15857;0.282;0.003;0.156;0.00297;0.15756;0.282;0.158;0.001;0.15642;0.001;0.282;0.158;0.002;0.15642;0.00202;0.282;0.157;0.002;0.15543;0.00202;0.282;0.157;0.003;0.157;0.003;0.282;0.156;0.003;0.156;0.00303
0.283;0.001;0.158;0.00101;0.15958;0.283;0.002;0.158;0.00198;0.158;0.283;0.002;0.157;0.002;0.15543;0.283;0.003;0.157;0.003;0.15543;0.283;0.003;0.156;0.00297;0.15444;0.283;0.158;0.001;0.158;0.001;0.283;0.158;0.002;0.158;0.00202;0.283;0.157;0.002;0.157;0.002;0.283;0.157;0.003;0.157;0.00303;0.283;0.156;0.003;0.15756;0.003
0.284;0.001;0.158;0.00099;0.15958;0.284;0.002;0.158;0.00202;0.15642;0.284;0.002;0.157;0.002;0.15543;0.284;0.003;0.157;0.00297;0.157;0.284;0.003;0.156;0.00297;0.156;0.284;0.158;0.001;0.15958;0.00101;0.284;0.158;0.002;0.158;0.00198;0.284;0.157;0.002;0.15857;0.002;0.284;0.157;0.003;0.15543;0.00297;0.284;0.156;0.003;0.15756;0.00303
0.285;0.001;0.158;0.00101;0.158;0.285;0.002;0.158;0.002;0.158;0.285;0.002;0.157;0.002;0.15857;0.285;0.003;0.157;0.00297;0.157;0.285;0.003;0.156;0.003;0.15756;0.285;0.158;0.001;0.158;0.00101;0.285;0.158;0.002;0.158;0.00198;0.285;0.157;0.002;0.157;0.00202;0.285;0.157;0.003;0.157;0.00297;0.285;0.156;0.003;0.15756;0.003
0.286;0.001;0.158;0.001;0.158;0.286;0.002;0.158;0.00202;0.15642;0.286;0.002;0.157;0.00198;0.157;0.286;0.003;0.157;0.00303;0.15543;0.286;0.003;0.156;0.00303;0.15444;0.286;0.158;0.001;0.15958;0.001;0.286;0.158;0.002;0.15642;0.002;0.286;0.157;0.002;0.15857;0.00202;0.286;0.157;0.003;0.15857;0.00297;0.286;0.156;0.003;0.15756;0.00303
0.287;0.001;0.158;0.001;0.15642;0.287;0.002;0.158;0.002;0.15958;0.287;0.002;0.157;0.00202;0.15543;0.287;0.003;0.157;0.00297;0.15543;0.287;0.003;0.156;0.00297;0.15756;0.287;0.158;0.001;0.15958;0.00101;0.287;0.158;0.002;0.15958;0.00202;0.287;0.157;0.002;0.15857;0.002;0.287;0.157;0.003;0.157;0.003;0.287;0.156;0.003;0.15444;0.00297
0.288;0.001;0.158;0.001;0.15958;0.288;0.002;0.158;0.00202;0.15958;0.288;0.002;0.157;0.00198;0.15543;0.288;0.003;0.157;0.00297;0.15857;0.288;0.003;0.156;0.00303;0.15756;0.288;0.158;0.001;0.15642;0.00099;0.288;0.158;0.002;0.15958;0.00198;0.288;0.157;0.002;0.157;0.00198;0.288;0.157;0.003;0.15543;0.003;0.288;0.156;0.003;0.15444;0.00303
0.289;0.001;0.158;0.001;0.158;0.289;0.002;0.158;0.002;0.158;0.289;0.002;0.157;0.00198;0.157;0.289;0.003;0.157;0.00303;0.15857;0.289;0.003;0.156;0.003;0.156;0.289;0.158;0.001;0.15958;0.00101;0.289;0.158;0.002;0.15642;0.00198;0.289;0.157;0.002;0.15543;0.00198;0.289;0.157;0.003;0.157;0.00297;0.289;0.156;0.003;0.156;0.003
0.29;0.001;0.158;0.001;0.15642;0.29;0.002;0.158;0.00202;0.15642;0.29;0.002;0.157;0.002;0.157;0.29;0.003;0.157;0.00303;0.15543;0.29;0.003;0.156;0.00303;0.15444;0.29;0.158;0.001;0.15642;0.001;0.29;0.158;0.002;0.158;0.00202;0.29;0.157;0.002;0.15857;0.002;0.29;0.157;0.003;0.157;0.00303;0.29;0.156;0.003;0.15444;0.003
0.291;0.001;0.158;0.001;0.158;0.291;0.002;0.158;0.00202;0.15958;0.291;0.002;0.157;0.002;0.15543;0.291;0.003;0.157;0.00303;0.157;0.291;0.003;0.156;0.003;0.156;0.291;0.158;0.001;0.158;0.00099;0.291;0.158;0.002;0.158;0.00202;0.291;0.157;0.002;0.15543;0.00202;0.291;0.157;0.003;0.157;0.00303;0.291;0.156;0.003;0.15756;0.00303
0.292;0.001;0.158;0.00101;0.15642;0.292;0.002;0.158;0.002;0.15958;0.292;0.002;0.157;0.00202;0.15857;0.292;0.002;0.156;0.00198;0.156;0.292;0.003;0.156;0.00297;0.15444;0.292;0.158;0.001;0.158;0.00099;0.292;0.158;0.002;0.15642;0.00202;0.292;0.157;0.002;0.157;0.00198;0.292;0.156;0.002;0.15756;0.00202;0.292;0.156;0.003;0.15756;0.00297
0.293;0.001;0.158;0.00101;0.15958;0.293;0.002;0.158;0.00202;0.158;0.293;0.002;0.157;0.00198;0.15543;0.293;0.002;0.156;0.00202;0.15756;0.293;0.003;0.156;0.00297;0.156;0.293;0.158;0.001;0.15642;0.001;0.293;0.158;0.002;0.158;0.002;0.293;0.157;0.002;0.157;0.00202;0.293;0.156;0.002;0.156;0.00202;0.293;0.156;0.003;0.156;0.00297
0.294;0.001;0.158;0.00101;0.15958;0.294;0.002;0.158;0.002;0.158;0.294;0.002;0.157;0.00202;0.157;0.294;0.002;0.156;0.002;0.15756;0.294;0.003;0.156;0.00303;0.15756;0.294;0.158;0.001;0.15642;0.00099;0.294;0.158;0.002;0.15642;0.00202;0.294;0.157;0.002;0.15543;0.00198;0.294;0.156;0.002;0.156;0.00202;0.294;0.156;0.003;0.15444;0.00303
0.295;0.001;0.158;0.00101;0.158;0.295;0.002;0.158;0.00202;0.158;0.295;0.002;0.157;0.00198;0.15857;0.295;0.002;0.156;0.00198;0.15444;0.295;0.003;0.156;0.00303;0.15756;0.295;0.158;0.001;0.15958;0.00099;0.295;0.158;0.002;0.158;0.00198;0.295;0.157;0.002;0.15543;0.002;0.295;0.156;0.002;0.15756;0.00198;0.295;0.156;0.003;0.15444;0.003
0.296;0.001;0.158;0.00101;0.15642;0.296;0.002;0.158;0.00202;0.15642;0.296;0.002;0.157;0.002;0.15543;0.296;0.002;0.156;0.002;0.15756;0.296;0.003;0.156;0.00297;0.15444;0.296;0.158;0.001;0.15958;0.00101;0.296;0.158;0.002;0.15958;0.00198;0.296;0.157;0.002;0.15543;0.00202;0.296;0.156;0.002;0.15756;0.002;0.296;0.156;0.003;0.15756;0.00297
0.297;0.001;0.158;0.00099;0.158;0.297;0.002;0.158;0.00202;0.158;0.297;0.002;0.157;0.002;0.15543;0.297;0.002;0.156;0.002;0.15444;0.297;0.003;0.156;0.00297;0.156;0.297;0.158;0.001;0.15958;0.001;0.297;0.158;0.002;0.15958;0.002;0.297;0.157;0.002;0.157;0.00198;0.297;0.156;0.002;0.156;0.002;0.297;0.156;0.003;0.15444;0.003
0.298;0.001;0.158;0.00101;0.15642;0.298;0.002;0.158;0.00202;0.15642;0.298;0.002;0.157;0.00198;0.15543;0.298;0.002;0.156;0.002;0.15756;0.298;0.003;0.156;0.003;0.15444;0.298;0.158;0.001;0.15642;0.00099;0.298;0.158;0.002;0.15958;0.00202;0.298;0.157;0.002;0.157;0.00202;0.298;0.156;0.002;0.15756;0.002;0.298;0.156;0.003;0.15756;0.003
0.299;0.001;0.158;0.00101;0.15958;0.299;0.002;0.158;0.00198;0.15958;0.299;0.002;0.157;0.00198;0.157;0.299;0.002;0.156;0.00198;0.15444;0.299;0.003;0.156;0.003;0.156;0.299;0.158;0.001;0.15958;0.001;0.299;0.158;0.002;0.15958;0.00198;0.299;0.157;0.002;0.15543;0.00198;0.299;0.156;0.002;0.15444;0.00202;0.299;0.156;0.003;0.15444;0.00303
0.3;0.001;0.158;0.00099;0.15958;0.3;0.002;0.158;0.00198;0.15958;0.3;0.002;0.157;0.00202;0.15543;0.3;0.002;0.156;0.00202;0.15444;0.3;0.003;0.156;0.00297;0.15444;0.3;0.158;0.001;0.158;0.001;0.3;0.158;0.002;0.15642;0.00198;0.3;0.157;0.002;0.15857;0.00198;0.3;0.156;0.002;0.15444;0.002;0.3;0.156;0.003;0.15444;0.00297
0.301;0.001;0.158;0.00101;0.15642;0.301;0.002;0.158;0.00198;0.158;0.301;0.002;0.157;0.00202;0.157;0.301;0.002;0.156;0.00198;0.15444;0.301;0.003;0.156;0.003;0.15756;0.301;0.158;0.001;0.158;0.001;0.301;0.158;0.002;0.15642;0.002;0.301;0.157;0.002;0.15857;0.00202;0.301;0.156;0.002;0.15756;0.00198;0.301;0.156;0.003;0.156;0.00297
0.302;0.001;0.158;0.00101;0.15642;0.302;0.002;0.158;0.00198;0.15958;0.302;0.002;0.157;0.00198;0.15857;0.302;0.002;0.156;0.00198;0.15756;0.302;0.003;0.156;0.00303;0.15444;0.302;0.158;0.001;0.158;0.00101;0.302;0.158;0.002;0.158;0.00202;0.302;0.157;0.002;0.15543;0.00198;0.302;0.156;0.002;0.15756;0.00198;0.302;0.156;0.003;0.15444;0.003
0.303;0.001;0.158;0.00099;0.15958;0.303;0.002;0.158;0.00202;0.15958;0.303;0.002;0.157;0.002;0.157;0.303;0.002;0.156;0.00202;0.15756;0.303;0.003;0.156;0.003;0.156;0.303;0.158;0.001;0.158;0.00101;0.303;0.158;0.002;0.15958;0.00198;0.303;0.157;0.002;0.15543;0.002;0.303;0.156;0.002;0.156;0.00198;0.303;0.156;0.003;0.15444;0.00303
0.304;0.001;0.158;0.00101;0.15958;0.304;0.002;0.158;0.00198;0.15958;0.304;0.002;0.157;0.002;0.15543;0.304;0.002;0.156;0.00202;0.15444;0.304;0.003;0.156;0.003;0.156;0.304;0.158;0.001;0.15642;0.00101;0.304;0.158;0.002;0.158;0.002;0.304;0.157;0.002;0.15857;0.002;0.304;0.156;0.002;0.156;0.00202;0.304;0.156;0.003;0.15756;0.003
0.305;0.001;0.158;0.00101;0.15642;0.305;0.002;0.158;0.002;0.15958;0.305;0.002;0.157;0.00198;0.157;0.305;0.002;0.156;0.002;0.15444;0.305;0.003;0.156;0.00303;0.15756;0.305;0.158;0.001;0.158;0.00101;0.305;0.158;0.002;0.15958;0.002;0.305;0.157;0.002;0.15857;0.00198;0.305;0.156;0.002;0.156;0.00202;0.305;0.156;0.003;0.15756;0.00297
0.306;0.001;0.158;0.00101;0.15958;0.306;0.002;0.158;0.00202;0.15642;0.306;0.002;0.157;0.002;0.15857;0.306;0.002;0.156;0.00202;0.156;0.306;0.003;0.156;0.00303;0.15756;0.306;0.158;0.001;0.15958;0.001;0.306;0.158;0.002;0.158;0.00198;0.306;0.157;0.002;0.15857;0.00202;0.306;0.156;0.002;0.15444;0.00198;0.306;0.156;0.003;0.15444;0.003
0.307;0.001;0.158;0.00101;0.15642;0.307;0.002;0.158;0.00198;0.158;0.307;0.002;0.157;0.00202;0.15543;0.307;0.002;0.156;0.002;0.156;0.307;0.003;0.156;0.00303;0.156;0.307;0.158;0.001;0.15642;0.00101;0.307;0.158;0.002;0.15958;0.00202;0.307;0.157;0.002;0.15857;0.00202;0.307;0.156;0.002;0.15756;0.002;0.307;0.156;0.003;0.156;0.00297
0.308;0.001;0.158;0.00101;0.158;0.308;0.002;0.158;0.002;0.15642;0.308;0.002;0.157;0.00202;0.15543;0.308;0.002;0.156;0.00202;0.15756;0.308;0.003;0.156;0.003;0.15444;0.308;0.158;0.001;0.158;0.001;0.308;0.158;0.002;0.158;0.00198;0.308;0.157;0.002;0.157;0.002;0.308;0.156;0.002;0.156;0.00202;0.308;0.156;0.003;0.156;0.00297
0.309;0.001;0.158;0.00099;0.15642;0.309;0.002;0.158;0.00202;0.158;0.309;0.002;0.157;0.00198;0.15857;0.309;0.002;0.156;0.002;0.156;0.309;0.003;0.156;0.00297;0.15444;0.309;0.158;0.001;0.15642;0.00099;0.309;0.158;0.002;0.15642;0.002;0.309;0.157;0.002;0.15857;0.00198;0.309;0.156;0.002;0.15756;0.002;0.309;0.156;0.003;0.156;0.00303
0.31;0.001;0.158;0.00101;0.15642;0.31;0.002;0.158;0.002;0.15642;0.31;0.002;0.157;0.002;0.157;0.31;0.002;0.156;0.00198;0.15756;0.31;0.003;0.156;0.00297;0.15756;0.31;0.158;0.001;0.15958;0.001;0.31;0.158;0.002;0.15958;0.002;0.31;0.157;0.002;0.15543;0.002;0.31;0.156;0.002;0.156;0.00198;0.31;0.156;0.003;0.15444;0.00303
0.311;0.001;0.158;0.001;0.158;0.311;0.002;0.158;0.00202;0.158;0.311;0.002;0.157;0.002;0.157;0.311;0.002;0.156;0.00202;0.156;0.311;0.003;0.156;0.00297;0.156;0.311;0.158;0.001;0.158;0.00101;0.311;0.158;0.002;0.15958;0.002;0.311;0.157;0.002;0.157;0.00202;0.311;0.156;0.002;0.156;0.002;0.311;0.156;0.003;0.15444;0.003
0.312;0.001;0.158;0.00101;0.15958;0.312;0.002;0.158;0.002;0.15642;0.312;0.002;0.157;0.002;0.157;0.312;0.002;0.156;0.00202;0.15756;0.312;0.003;0.156;0.00297;0.15756;0.312;0.158;0.001;0.15642;0.001;0.312;0.158;0.002;0.15642;0.00198;0.312;0.157;0.002;0.157;0.00202;0.312;0.156;0.002;0.156;0.002;0.312;0.156;0.003;0.15756;0.003
0.313;0.001;0.158;0.00099;0.158;0.313;0.002;0.158;0.00202;0.15958;0.313;0.002;0.157;0.00198;0.15857;0.313;0.002;0.156;0.002;0.15444;0.313;0.003;0.156;0.00303;0.156;0.313;0.158;0.001;0.15958;0.001;0.313;0.158;0.002;0.158;0.00202;0.313;0.157;0.002;0.15543;0.00198;0.313;0.156;0.002;0.15756;0.00202;0.313;0.156;0.003;0.156;0.00297
0.314;0.001;0.158;0.001;0.158;0.314;0.002;0.158;0.002;0.15958;0.314;0.002;0.157;0.00202;0.15857;0.314;0.002;0.156;0.00198;0.15756;0.314;0.003;0.156;0.00303;0.15756;0.314;0.158;0.001;0.158;0.001;0.314;0.158;0.002;0.15958;0.00198;0.314;0.157;0.002;0.157;0.002;0.314;0.156;0.002;0.15444;0.002;0.314;0.156;0.003;0.15444;0.003
0.315;0.001;0.158;0.001;0.158;0.315;0.002;0.158;0.002;0.15642;0.315;0.002;0.157;0.002;0.15857;0.315;0.002;0.156;0.00198;0.156;0.315;0.003;0.156;0.00297;0.15756;0.315;0.158;0.001;0.15958;0.001;0.315;0.158;0.002;0.158;0.002;0.315;0.157;0.002;0.15857;0.00198;0.315;0.156;0.002;0.156;0.002;0.315;0.156;0.003;0.15756;0.003
0.316;0.001;0.158;0.001;0.158;0.316;0.002;0.158;0.00202;0.15958;0.316;0.002;0.157;0.00198;0.15543;0.316;0.002;0.156;0.00202;0.15756;0.316;0.003;0.156;0.003;0.15444;0.316;0.158;0.001;0.158;0.00099;0.316;0.158;0.002;0.15958;0.00198;0.316;0.157;0.002;0.15543;0.00202;0.316;0.156;0.002;0.15756;0.00202;0.316;0.156;0.003;0.15444;0.00303
0.317;0.001;0.158;0.00099;0.15642;0.317;0.002;0.158;0.00202;0.15642;0.317;0.002;0.157;0.002;0.157;0.317;0.002;0.156;0.002;0.156;0.317;0.003;0.156;0.00303;0.15756;0.317;0.158;0.001;0.15958;0.001;0.317;0.158;0.002;0.158;0.00198;0.317;0.157;0.002;0.15857;0.00202;0.317;0.156;0.002;0.15756;0.002;0.317;0.156;0.003;0.15444;0.00297
0.318;0.001;0.158;0.001;0.15958;0.318;0.002;0.158;0.002;0.158;0.318;0.002;0.157;0.00202;0.15543;0.318;0.002;0.156;0.00198;0.15444;0.318;0.003;0.156;0.00303;0.15756;0.318;0.158;0.001;0.158;0.00101;0.318;0.158;0.002;0.158;0.00198;0.318;0.157;0.002;0.157;0.002;0.318;0.156;0.002;0.15444;0.002;0.318;0.156;0.003;0.156;0.00303
0.319;0.001;0.158;0.001;0.15958;0.319;0.002;0.158;0.00202;0.15642;0.319;0.002;0.157;0.002;0.15543;0.319;0.002;0.156;0.00202;0.156;0.319;0.003;0.156;0.00297;0.156;0.319;0.158;0.001;0.158;0.001;0.319;0.158;0.002;0.158;0.002;0.319;0.157;0.002;0.15543;0.00198;0.319;0.156;0.002;0.15444;0.002;0.319;0.156;0.003;0.15444;0.00297
0.32;0.001;0.158;0.00101;0.15642;0.32;0.002;0.158;0.00202;0.15958;0.32;0.002;0.157;0.00198;0.15857;0.32;0.002;0.156;0.00202;0.15756;0.32;0.003;0.156;0.00303;0.156;0.32;0.158;0.001;0.15642;0.00101;0.32;0.158;0.002;0.15958;0.002;0.32;0.157;0.002;0.157;0.00202;0.32;0.156;0.002;0.156;0.00198;0.32;0.156;0.003;0.156;0.003
0.321;0.001;0.158;0.001;0.15642;0.321;0.002;0.158;0.00198;0.158;0.321;0.002;0.157;0.002;0.15543;0.321;0.002;0.156;0.00202;0.15444;0.321;0.003;0.156;0.00303;0.156;0.321;0.158;0.001;0.15958;0.00099;0.321;0.158;0.002;0.15642;0.00198;0.321;0.157;0.002;0.15543;0.00202;0.321;0.156;0.002;0.15756;0.00202;0.321;0.156;0.003;0.15756;0.00297
0.322;0.001;0.158;0.00099;0.158;0.322;0.002;0.158;0.002;0.15958;0.322;0.002;0.157;0.002;0.15857;0.322;0.002;0.156;0.002;0.15444;0.322;0.003;0.156;0.00297;0.15444;0.322;0.158;0.001;0.15958;0.001;0.322;0.158;0.002;0.158;0.002;0.322;0.157;0.002;0.15857;0.00202;0.322;0.156;0.002;0.15444;0.002;0.322;0.156;0.003;0.15444;0.003
0.323;0.001;0.158;0.001;0.15958;0.323;0.002;0.158;0.002;0.158;0.323;0.002;0.157;0.00198;0.157;0.323;0.002;0.156;0.002;0.15444;0.323;0.003;0.156;0.00303;0.15756;0.323;0.158;0.001;0.158;0.00099;0.323;0.158;0.002;0.15958;0.00202;0.323;0.157;0.002;0.157;0.00198;0.323;0.156;0.002;0.15756;0.00202;0.323;0.156;0.003;0.156;0.00303
0.324;0.001;0.158;0.00099;0.15642;0.324;0.002;0.158;0.00202;0.15958;0.324;0.002;0.157;0.00202;0.15543;0.324;0.002;0.156;0.00202;0.156;0.324;0.003;0.156;0.00303;0.15444;0.324;0.158;0.001;0.15958;0.001;0.324;0.158;0.002;0.158;0.00198;0.324;0.157;0.002;0.15543;0.00202;0.324;0.156;0.002;0.15444;0.00198;0.324;0.156;0.003;0.15444;0.00297
0.325;0.001;0.158;0.00099;0.15642;0.325;0.002;0.158;0.00198;0.158;0.325;0.002;0.157;0.00202;0.157;0.325;0.002;0.156;0.002;0.15756;0.325;0.003;0.156;0.00303;0.15444;0.325;0.158;0.001;0.15642;0.00101;0.325;0.158;0.002;0.158;0.00198;0.325;0.157;0.002;0.15857;0.002;0.325;0.156;0.002;0.156;0.00198;0.325;0.156;0.003;0.15444;0.00303
0.326;0.001;0.158;0.00099;0.15642;0.326;0.001;0.157;0.00101;0.15857;0.326;0.002;0.157;0.00202;0.15543;0.326;0.002;0.156;0.00198;0.15756;0.326;0.003;0.156;0.00303;0.15756;0.326;0.158;0.001;0.158;0.001;0.326;0.157;0.001;0.15543;0.001;0.326;0.157;0.002;0.15543;0.00202;0.326;0.156;0.002;0.15756;0.002;0.326;0.156;0.003;0.15756;0.003
0.327;0.001;0.158;0.00101;0.15642;0.327;0.001;0.157;0.001;0.157;0.327;0.002;0.157;0.002;0.15543;0.327;0.002;0.156;0.00202;0.15756;0.327;0.003;0.156;0.00297;0.156;0.327;0.158;0.001;0.158;0.00099;0.327;0.157;0.001;0.157;0.001;0.327;0.157;0.002;0.15543;0.00202;0.327;0.156;0.002;0.156;0.002;0.327;0.156;0.003;0.15444;0.003
0.328;0.001;0.158;0.00099;0.15642;0.328;0.001;0.157;0.00101;0.157;0.328;0.002;0.157;0.002;0.15543;0.328;0.002;0.156;0.00198;0.156;0.328;0.003;0.156;0.003;0.156;0.328;0.158;0.001;0.15642;0.00101;0.328;0.157;0.001;0.157;0.00099;0.328;0.157;0.002;0.15543;0.00202;0.328;0.156;0.002;0.156;0.002;0.328;0.156;0.003;0.15756;0.00297
0.329;0.001;0.158;0.00099;0.15958;0.329;0.001;0.157;0.001;0.15543;0.329;0.002;0.157;0.00198;0.157;0.329;0.002;0.156;0.00198;0.15756;0.329;0.003;0.156;0.003;0.156;0.329;0.158;0.001;0.158;0.00099;0.329;0.157;0.001;0.15543;0.001;0.329;0.157;0.002;0.157;0.002;0.329;0.156;0.002;0.156;0.00202;0.329;0.156;0.003;0.156;0.003
